Calc_time (UTC),Bat_vol (V),Latitude (deg),Longitude (deg),Hm0 (m),Pdirnaut (deg),Tm01 (s),Hmax_up (m),Crest (m),Meandir (deg),Spread (deg),Peakper (s),Tmm10 (s),Tm02 (s),drift,dir,dist_from_start
2022.07.22 13:29:39,3.54,-58.7546501,-0.3804498,1.561,333,10.6,2.284,1.355,324,28,10.6,11.2,10.2,0.8,159,43
2022.07.22 13:51:30,3.54,-58.7614326,-0.3751983,1.499,291,10.1,2.179,1.067,315,30,13.4,11.0,9.8,0.9,158,44
2022.07.22 14:13:20,3.54,-58.7683907,-0.3696361,1.655,337,10.6,1.998,1.218,317,33,9.6,11.5,10.2,0.9,157,44
2022.07.22 14:35:11,3.54,-58.7757378,-0.3634958,1.594,311,10.1,2.924,1.521,327,26,15.4,10.9,9.7,1.0,157,45
2022.07.22 14:57:02,3.54,-58.7834053,-0.3563652,1.928,320,10.3,2.776,1.66,329,24,15.4,11.1,9.8,1.0,154,45
2022.07.22 15:18:53,3.54,-58.7909393,-0.3472156,2.009,313,10.4,3.086,1.766,324,28,13.4,11.3,10.0,1.1,148,46
2022.07.22 15:40:43,3.54,-58.7986565,-0.3362236,1.884,343,9.6,2.587,1.428,327,29,9.6,10.2,9.3,1.2,144,47
2022.07.22 16:02:34,3.54,-58.8053894,-0.3243063,2.112,350,9.1,3.051,1.727,334,28,7.4,9.6,8.9,1.1,137,48
2022.07.22 16:24:25,3.54,-58.8111687,-0.3110567,2.636,339,8.5,3.94,1.912,334,23,8.0,9.0,8.3,1.1,130,49
2022.07.22 16:46:15,3.54,-58.8160248,-0.2972467,2.774,336,8.7,4.515,2.723,326,27,8.0,9.2,8.5,1.0,124,50
2022.07.22 17:08:06,3.54,-58.8197136,-0.2831278,3.019,349,8.8,5.051,2.358,336,27,8.0,9.3,8.5,1.0,117,51
2022.07.22 17:29:57,3.54,-58.8228607,-0.2685455,2.711,348,8.6,3.911,2.167,336,29,8.7,9.1,8.4,1.0,113,51
2022.07.22 17:51:48,3.54,-58.8251343,-0.2541899,2.991,325,8.9,4.077,2.399,316,28,8.7,9.4,8.7,0.9,107,52
2022.07.22 18:13:38,3.54,-58.8267822,-0.2405565,3.167,345,8.9,4.589,2.542,329,30,8.7,9.5,8.7,0.9,103,53
2022.07.22 18:35:29,3.54,-58.8278542,-0.2271393,3.022,326,8.8,4.676,2.38,323,28,8.7,9.2,8.5,0.8,99,54
2022.07.22 18:57:20,3.54,-58.8285103,-0.2128868,2.98,339,9.1,4.608,2.373,333,32,9.6,9.6,8.9,0.9,95,55
2022.07.22 19:19:10,3.54,-58.8285065,-0.2009849,3.186,333,8.9,4.322,2.421,321,26,8.7,9.4,8.6,0.7,90,55
2022.07.22 19:41:01,3.54,-58.8275909,-0.1892187,3.217,338,9.0,5.381,2.926,325,31,8.7,9.5,8.8,0.7,81,56
2022.07.22 20:02:52,3.54,-58.8263092,-0.1781777,2.954,340,8.9,5.214,2.492,329,34,8.7,9.4,8.6,0.7,77,56
2022.07.22 20:24:43,3.54,-58.8252792,-0.1685047,3.026,337,8.9,5.342,3.045,321,33,8.0,9.3,8.6,0.6,78,57
2022.07.22 20:46:33,3.54,-58.8246346,-0.1590961,3.13,325,9.1,4.592,2.542,333,32,10.6,9.6,8.9,0.6,82,57
2022.07.22 21:08:24,3.54,-58.8242493,-0.1503653,3.11,348,9.2,4.67,2.696,329,33,9.6,9.6,9.0,0.5,85,58
2022.07.22 21:30:15,3.54,-58.8235474,-0.1417872,2.934,336,9.2,4.282,2.295,323,31,8.7,9.6,8.9,0.5,81,58
2022.07.22 21:52:06,3.54,-58.8224449,-0.1326353,2.699,304,9.3,4.786,2.519,322,35,10.6,9.8,9.0,0.6,77,59
2022.07.22 22:13:56,3.54,-58.8212242,-0.1253272,2.947,344,8.8,5.041,2.807,337,32,8.7,9.2,8.6,0.5,72,59
2022.07.22 22:35:47,3.55,-58.8200569,-0.1190004,3.264,340,9.1,5.396,2.657,330,33,9.6,9.6,8.9,0.4,70,60
2022.07.22 22:57:38,3.56,-58.8196526,-0.1141276,3.128,321,9.4,4.401,2.23,322,37,9.6,9.8,9.1,0.3,81,60
2022.07.22 23:19:28,3.54,-58.8200073,-0.1093846,3.074,338,9.1,4.648,2.352,324,31,8.7,9.4,8.9,0.3,98,60
2022.07.22 23:41:19,3.54,-58.8213005,-0.1037249,3.082,326,9.2,4.938,2.803,319,32,9.6,9.6,9.0,0.4,114,60
2022.07.23 00:03:10,3.54,-58.8226128,-0.0979814,3.293,359,9.4,4.259,2.51,345,32,8.7,9.7,9.2,0.4,114,61
2022.07.23 00:25:01,3.53,-58.8242607,-0.0925053,2.867,339,9.5,4.35,2.494,332,35,9.6,10.0,9.3,0.4,120,61
2022.07.23 00:46:51,3.54,-58.8259315,-0.0869257,2.429,314,9.4,4.619,2.351,321,37,9.6,9.9,9.1,0.4,120,61
2022.07.23 01:08:42,3.53,-58.8276863,-0.0809364,2.777,330,9.2,4.638,2.358,324,35,9.6,9.5,8.9,0.4,119,62
2022.07.23 01:30:33,3.55,-58.8297997,-0.0748211,3.217,329,9.2,5.893,3.416,333,32,9.6,9.6,9.0,0.5,124,62
2022.07.23 01:52:23,3.55,-58.8319359,-0.0685966,3.149,306,9.4,4.384,2.382,316,29,10.6,9.7,9.2,0.5,124,63
2022.07.23 02:14:14,3.55,-58.8341637,-0.0617581,2.63,332,8.9,4.261,2.27,316,32,8.7,9.2,8.7,0.5,122,63
2022.07.23 02:36:05,3.54,-58.836792,-0.0536062,2.811,307,9.2,3.807,2.181,324,34,10.6,9.7,9.0,0.6,122,64
2022.07.23 02:57:56,3.54,-58.8393326,-0.0452007,2.646,325,9.3,5.589,2.855,334,33,10.6,9.8,9.0,0.6,120,64
2022.07.23 03:19:46,3.54,-58.8414574,-0.0373546,3.034,317,9.2,4.96,2.493,321,30,10.6,9.7,9.0,0.6,118,65
2022.07.23 03:41:37,3.54,-58.8438797,-0.0302538,2.97,334,9.0,4.423,2.58,325,31,9.6,9.5,8.8,0.5,123,65
2022.07.23 04:03:28,3.54,-58.8464622,-0.0223665,2.938,304,9.4,4.59,2.615,316,34,9.6,9.9,9.1,0.6,122,66
2022.07.23 04:25:18,3.54,-58.8492432,-0.0147517,3.104,318,9.2,4.863,3.049,318,32,9.6,9.8,9.0,0.6,125,66
2022.07.23 04:47:09,3.54,-58.8523598,-0.0065486,2.603,329,8.8,4.774,2.704,329,30,9.6,9.3,8.6,0.6,126,67
2022.07.23 05:09:00,3.54,-58.8556366,0.002287,2.978,324,9.1,4.616,2.561,322,30,9.6,9.5,8.9,0.7,126,67
2022.07.23 05:30:51,3.54,-58.8584328,0.0119188,2.864,322,8.6,4.515,2.327,316,30,8.7,9.2,8.4,0.7,119,68
2022.07.23 05:52:41,3.54,-58.8608398,0.0220954,3.18,320,9.1,5.55,2.681,316,31,9.6,9.6,8.9,0.7,115,69
2022.07.23 06:14:32,3.54,-58.8626289,0.0322754,3.038,320,8.8,4.491,2.602,318,31,9.6,9.4,8.5,0.7,109,69
2022.07.23 06:36:23,3.54,-58.8639984,0.0422183,3.087,336,8.8,4.728,2.344,329,29,9.6,9.4,8.5,0.6,105,70
2022.07.23 06:58:14,3.55,-58.8652344,0.0516181,2.988,332,8.8,4.69,2.326,316,35,9.6,9.6,8.5,0.6,104,70
2022.07.23 07:20:04,3.56,-58.8666496,0.060779,2.984,300,8.8,5.096,2.508,313,33,10.6,9.4,8.5,0.6,107,71
2022.07.23 07:41:55,3.56,-58.868679,0.0725325,3.046,327,8.8,4.08,2.24,318,32,9.6,9.4,8.5,0.8,108,72
2022.07.23 08:03:46,3.56,-58.8703804,0.0824334,3.202,337,8.7,4.327,2.684,328,33,9.6,9.3,8.5,0.6,108,72
2022.07.23 08:25:36,3.54,-58.8720322,0.0927244,3.659,311,9.1,5.911,2.875,325,31,10.6,9.6,8.8,0.7,107,73
2022.07.23 08:47:27,3.54,-58.8732033,0.1021843,3.125,337,8.6,4.163,2.465,320,32,9.6,9.3,8.3,0.6,103,73
2022.07.23 09:09:18,3.54,-58.8743629,0.1121083,2.891,314,8.9,4.945,2.646,311,34,9.6,9.6,8.5,0.6,103,74
2022.07.23 09:31:09,3.54,-58.8754158,0.1213346,3.682,338,8.8,5.889,2.727,323,30,9.6,9.4,8.5,0.6,102,75
2022.07.23 09:52:59,3.54,-58.8760643,0.1314434,3.146,296,8.7,4.837,2.583,309,36,11.8,9.5,8.3,0.6,97,75
2022.07.23 10:14:50,3.54,-58.8767166,0.141069,2.975,287,8.5,4.789,2.916,307,35,11.8,9.4,8.1,0.6,97,76
2022.07.23 10:36:41,3.54,-58.8777008,0.1507879,3.557,317,8.8,5.694,2.85,319,33,10.6,9.5,8.4,0.6,101,76
2022.07.23 10:58:31,3.54,-58.8790016,0.1612562,3.26,300,8.9,4.554,2.414,301,32,10.6,9.6,8.5,0.7,103,77
2022.07.23 11:20:22,3.54,-58.8801994,0.170333,3.415,304,8.8,5.761,2.765,306,31,10.6,9.4,8.5,0.6,104,77
2022.07.23 11:42:13,3.54,-58.8814468,0.179001,3.337,294,8.8,4.577,2.61,304,34,11.8,9.6,8.3,0.6,106,78
2022.07.23 12:04:04,3.55,-58.882515,0.1871444,3.506,311,8.8,6.717,3.388,307,31,10.6,9.6,8.4,0.5,104,78
2022.07.23 12:25:54,3.55,-58.8837166,0.1959498,3.613,309,8.8,5.745,3.298,303,35,10.6,9.6,8.4,0.6,105,79
2022.07.23 12:47:45,3.54,-58.8846893,0.2041018,3.66,319,8.7,5.947,3.395,322,31,10.6,9.3,8.3,0.5,103,79
2022.07.23 13:09:36,3.54,-58.8853569,0.2121903,3.909,322,8.9,5.043,2.802,305,31,8.7,9.5,8.5,0.5,99,80
2022.07.23 13:31:26,3.54,-58.8859444,0.2196033,3.811,318,9.0,5.588,2.868,309,32,9.6,9.7,8.6,0.5,99,80
2022.07.23 13:53:17,3.53,-58.8867264,0.2263771,3.502,310,9.1,6.043,3.517,321,34,11.8,9.8,8.7,0.4,103,81
2022.07.23 14:15:08,3.53,-58.8879433,0.2325012,3.578,289,9.1,5.806,3.103,303,32,11.8,9.8,8.6,0.4,111,81
2022.07.23 14:36:59,3.55,-58.889492,0.2388253,3.991,301,9.4,5.171,3.043,306,30,11.8,10.2,9.0,0.4,115,81
2022.07.23 14:58:49,3.54,-58.891346,0.2442887,3.743,279,9.6,5.973,3.786,295,28,11.8,10.3,9.2,0.4,123,82
2022.07.23 15:20:40,3.54,-58.8934402,0.2502378,3.764,304,9.7,5.295,2.752,311,28,11.8,10.5,9.3,0.4,124,82
2022.07.23 15:42:31,3.54,-58.8960075,0.2555248,3.85,308,9.3,5.493,3.052,319,33,11.8,10.1,8.9,0.5,133,83
2022.07.23 16:04:22,3.54,-58.8985481,0.2599674,3.669,322,9.3,4.934,2.875,318,33,10.6,10.0,8.9,0.4,138,83
2022.07.23 16:26:12,3.54,-58.9012985,0.2641445,3.704,304,9.7,5.89,3.355,298,34,10.6,10.4,9.2,0.4,142,83
2022.07.23 16:48:03,3.54,-58.904583,0.2689727,3.667,334,9.2,5.874,3.54,325,32,10.6,9.8,8.8,0.5,143,84
2022.07.23 17:09:54,3.55,-58.9078789,0.2730789,3.664,314,9.4,6.033,3.542,310,30,10.6,10.0,9.0,0.5,147,84
2022.07.23 17:31:44,3.55,-58.9122314,0.2781947,3.739,310,9.7,5.144,3.242,304,31,10.6,10.5,9.3,0.6,149,84
2022.07.23 17:53:35,3.54,-58.9159164,0.2824295,3.846,299,9.5,5.452,3.029,310,34,10.6,10.1,9.1,0.5,149,85
2022.07.23 18:15:26,3.54,-58.9200592,0.2870493,4.225,313,10.3,5.722,3.027,315,26,11.8,11.0,9.9,0.6,150,85
2022.07.23 18:37:17,3.54,-58.9242058,0.2916373,3.803,300,9.5,5.288,3.214,313,30,13.4,10.2,9.2,0.6,150,86
2022.07.23 18:59:07,3.55,-58.9281158,0.2956877,3.585,320,9.5,5.146,2.721,328,32,11.8,10.3,9.1,0.5,152,86
2022.07.23 19:20:58,3.55,-58.9328384,0.3002864,3.621,287,9.4,5.622,3.014,302,30,13.4,10.2,9.0,0.6,153,86
2022.07.23 19:42:49,3.54,-58.9379387,0.3045547,3.726,308,9.6,6.128,3.351,319,29,13.4,10.4,9.2,0.7,157,87
2022.07.23 20:04:39,3.54,-58.9430656,0.3093021,3.567,313,9.4,5.502,2.908,323,29,11.8,10.1,9.0,0.7,154,87
2022.07.23 20:26:30,3.54,-58.9487152,0.3142488,3.575,300,9.9,4.937,3.544,311,32,11.8,10.6,9.4,0.7,156,88
2022.07.23 20:48:21,3.54,-58.9540596,0.3196643,4.262,313,9.8,5.518,3.496,318,29,10.6,10.5,9.3,0.7,152,88
2022.07.23 21:10:12,3.54,-58.9587784,0.3241437,4.024,304,9.8,5.41,3.233,317,31,11.8,10.5,9.3,0.6,154,89
2022.07.23 21:32:02,3.54,-58.9635887,0.3280969,4.37,297,9.9,7.007,3.425,319,30,13.4,10.7,9.5,0.6,157,89
2022.07.23 21:53:53,3.54,-58.9680061,0.3312352,4.136,305,9.6,6.496,3.698,318,30,13.4,10.4,9.1,0.6,160,89
2022.07.23 22:15:44,3.55,-58.9724159,0.3333165,4.066,292,9.9,6.499,4.042,304,31,13.4,10.6,9.5,0.5,166,90
2022.07.23 22:37:34,3.56,-58.9774475,0.3355573,3.641,303,9.5,5.279,2.841,320,32,13.4,10.2,9.1,0.6,167,90
2022.07.23 22:59:25,3.56,-58.9814339,0.3373361,4.216,302,10.0,6.63,3.669,317,31,13.4,10.9,9.5,0.5,167,90
2022.07.23 23:21:16,3.55,-58.984993,0.3406696,3.806,301,9.4,5.389,3.155,312,33,11.8,10.2,9.0,0.5,154,91
2022.07.23 23:43:07,3.54,-58.9877892,0.3459379,4.127,291,10.0,6.751,3.885,304,29,13.4,10.8,9.5,0.5,136,91
2022.07.24 00:04:57,3.54,-58.9901123,0.3511308,4.054,320,9.6,5.206,3.038,325,31,11.8,10.3,9.2,0.4,131,91
2022.07.24 00:26:48,3.54,-58.9922485,0.3564788,3.88,299,9.6,5.988,3.119,313,31,13.4,10.4,9.2,0.4,128,92
2022.07.24 00:48:39,3.54,-58.9942474,0.3636681,4.782,296,10.4,6.909,3.736,308,28,13.4,11.1,9.9,0.5,118,92
2022.07.24 01:10:30,3.54,-58.9953918,0.373791,4.093,301,10.6,5.928,2.936,305,29,13.4,11.4,10.0,0.6,102,93
2022.07.24 01:32:20,3.53,-58.9950638,0.386422,4.02,303,10.1,6.4,4.15,317,30,13.4,11.0,9.6,0.8,87,93
2022.07.24 01:54:11,3.54,-58.9944267,0.3980303,4.458,319,10.0,5.871,3.346,320,29,10.6,10.7,9.6,0.7,84,94
2022.07.24 02:16:02,3.54,-58.9940796,0.4094626,4.349,302,10.3,6.821,3.857,306,28,11.8,11.1,9.8,0.7,87,95
2022.07.24 02:37:52,3.54,-58.9940147,0.4199093,3.653,293,9.5,7.087,3.655,302,35,11.8,10.7,8.9,0.6,89,95
2022.07.24 02:59:43,3.54,-58.9942856,0.4284198,4.361,293,9.9,6.808,4.099,314,30,13.4,10.7,9.4,0.5,94,96
2022.07.24 03:21:34,3.53,-58.994606,0.436357,4.254,315,9.2,6.527,3.65,306,28,8.7,10.1,8.8,0.5,94,96
2022.07.24 03:43:25,3.54,-58.9950333,0.4434449,4.063,322,9.6,7.461,3.746,315,30,10.6,10.5,9.1,0.4,97,96
2022.07.24 04:05:15,3.54,-58.9953041,0.4490296,3.538,293,9.2,5.641,3.466,314,36,13.4,10.2,8.7,0.3,95,97
2022.07.24 04:27:06,3.54,-58.9962158,0.4538961,4.526,314,9.6,6.489,3.924,320,28,11.8,10.4,9.2,0.3,110,97
