Calc_time (UTC),Bat_vol (V),Latitude (deg),Longitude (deg),Hm0 (m),Pdirnaut (deg),Tm01 (s),Hmax_up (m),Crest (m),Meandir (deg),Spread (deg),Peakper (s),Tmm10 (s),Tm02 (s),drift,dir,dist_from_start
2022.07.22 23:26:16,3.55,-58.5832634,-0.283172,3.43,351,9.0,4.638,2.762,332,37,8.7,9.6,8.7,0.3,63,10
2022.07.22 23:48:07,3.55,-58.5826378,-0.2800119,3.485,347,9.3,4.732,3.105,338,38,8.7,10.3,9.0,0.2,69,10
2022.07.23 00:09:57,3.55,-58.5822334,-0.27676,3.018,325,9.1,4.599,2.666,332,40,10.6,9.9,8.8,0.2,77,10
2022.07.23 00:31:48,3.55,-58.5822906,-0.2728469,2.983,352,8.9,4.719,2.756,339,42,8.7,9.8,8.5,0.2,92,11
2022.07.23 00:53:39,3.55,-58.5828094,-0.2695427,3.554,311,9.1,4.445,2.608,315,36,9.6,9.9,8.9,0.2,107,11
2022.07.23 01:15:29,3.55,-58.5837326,-0.2665469,3.047,336,9.7,4.163,2.335,330,42,9.6,11.3,9.1,0.2,121,11
2022.07.23 01:37:20,3.55,-58.5853043,-0.2622591,3.382,320,9.1,4.786,2.47,312,38,8.7,9.9,8.7,0.3,125,11
2022.07.23 01:59:11,3.55,-58.5872879,-0.2580548,3.059,314,9.2,4.718,2.613,316,36,9.6,10.1,8.9,0.4,132,11
2022.07.23 02:21:02,3.55,-58.5899086,-0.2518098,3.441,314,9.0,5.43,3.035,314,36,9.6,9.7,8.7,0.5,129,12
2022.07.23 02:42:52,3.55,-58.5919991,-0.2459631,3.502,307,8.8,5.489,2.666,315,36,10.6,9.6,8.5,0.4,124,12
2022.07.23 03:04:43,3.55,-58.5941582,-0.2406091,3.33,328,8.9,5.019,2.773,327,38,9.6,10.0,8.4,0.4,128,13
2022.07.23 03:26:34,3.56,-58.5974274,-0.2353977,3.51,343,8.8,6.079,3.551,329,38,8.7,9.5,8.5,0.5,140,13
2022.07.23 03:48:24,3.55,-58.600235,-0.2309677,3.345,316,8.9,4.919,2.53,317,38,9.6,9.6,8.5,0.4,141,13
2022.07.23 04:10:15,3.55,-58.6027641,-0.2259408,3.438,289,9.0,5.386,2.548,313,37,11.8,9.7,8.7,0.4,134,14
2022.07.23 04:32:06,3.56,-58.6059189,-0.2175594,3.608,316,9.1,6.132,3.614,318,35,10.6,9.9,8.7,0.6,126,14
2022.07.23 04:53:57,3.55,-58.6083832,-0.2095575,3.388,293,9.1,5.136,2.607,306,39,11.8,10.1,8.6,0.6,121,15
2022.07.23 05:15:47,3.55,-58.6119499,-0.1993493,2.747,351,8.5,4.204,2.644,327,46,8.0,9.8,8.1,0.8,124,15
2022.07.23 05:37:38,3.55,-58.6148872,-0.1895897,3.431,305,9.0,5.056,2.795,313,37,9.6,9.7,8.6,0.7,120,16
2022.07.23 05:59:29,3.55,-58.6177483,-0.1791394,3.518,304,8.9,5.406,2.753,310,38,9.6,9.8,8.5,0.7,118,17
2022.07.23 06:21:19,3.55,-58.6209793,-0.16532,3.436,297,8.8,5.01,2.639,303,38,9.6,9.9,8.4,0.9,114,18
2022.07.23 06:43:10,3.55,-58.6229553,-0.1548183,3.489,278,8.8,5.11,3.233,309,39,11.8,9.6,8.3,0.7,110,18
2022.07.23 07:05:01,3.56,-58.6246834,-0.1435358,3.22,295,8.6,5.045,3.06,308,36,10.6,9.4,8.2,0.7,106,19
2022.07.23 07:26:52,3.56,-58.6264648,-0.1289291,3.445,300,8.8,4.729,2.686,305,38,10.6,10.0,8.3,0.9,103,20
2022.07.23 07:48:42,3.56,-58.6275826,-0.1169705,3.523,301,8.8,5.668,3.27,302,35,10.6,9.6,8.4,0.8,100,20
2022.07.23 08:10:33,3.56,-58.6282043,-0.1037204,3.768,304,9.0,5.417,2.842,313,37,11.8,10.0,8.5,0.8,95,21
2022.07.23 08:32:24,3.56,-58.6289139,-0.0860403,3.901,298,8.8,6.23,3.647,301,32,10.6,9.4,8.4,1.1,94,22
2022.07.23 08:54:15,3.55,-58.6287804,-0.0728113,3.343,291,7.9,4.462,2.738,304,38,10.6,8.8,7.6,0.8,89,23
2022.07.23 09:16:05,3.55,-58.6276665,-0.0558209,3.382,284,8.4,5.214,2.785,301,37,10.6,9.4,8.0,1.1,83,24
2022.07.23 09:37:56,3.55,-58.6263809,-0.0418232,3.868,287,8.7,6.155,3.166,305,33,11.8,9.6,8.2,0.9,80,25
2022.07.23 09:59:47,3.55,-58.6247215,-0.0292734,3.504,278,8.5,5.892,3.437,301,37,11.8,9.5,8.0,0.8,76,25
2022.07.23 10:21:37,3.55,-58.6222382,-0.0134259,3.563,328,8.4,5.841,3.064,309,37,8.0,9.6,8.0,1.0,73,26
2022.07.23 10:43:28,3.55,-58.6200066,-0.0016965,4.291,302,8.8,7.286,3.849,309,34,10.6,9.6,8.4,0.8,70,27
2022.07.23 11:05:19,3.56,-58.6175499,0.009991,3.49,308,8.5,5.655,2.883,309,38,9.6,9.4,8.0,0.8,68,27
2022.07.23 11:27:10,3.55,-58.614296,0.0231322,4.153,283,8.5,5.75,3.338,306,33,11.8,9.2,8.1,0.9,65,28
2022.07.23 11:49:00,3.55,-58.6119232,0.0323876,3.95,298,8.5,6.209,3.418,303,35,10.6,9.3,8.0,0.6,64,28
2022.07.23 12:10:51,3.56,-58.6094666,0.0436692,3.906,265,8.4,6.437,3.427,298,39,11.8,9.2,7.9,0.8,67,29
2022.07.23 12:32:42,3.56,-58.6075249,0.0530824,4.666,297,9.0,7.048,3.782,308,32,11.8,9.8,8.5,0.6,68,30
2022.07.23 12:54:32,3.56,-58.6064453,0.0611218,4.318,290,8.7,6.573,3.946,300,33,11.8,9.5,8.2,0.5,76,30
2022.07.23 13:16:23,3.55,-58.6046333,0.0701862,4.24,305,8.6,6.507,3.575,308,37,10.6,9.4,8.2,0.6,69,31
2022.07.23 13:38:14,3.56,-58.6031418,0.076942,4.19,323,8.7,6.072,3.692,307,33,8.7,9.5,8.3,0.5,67,31
2022.07.23 14:00:05,3.56,-58.601963,0.0830821,4.362,309,8.9,6.084,3.924,300,32,9.6,9.6,8.5,0.4,70,31
2022.07.23 14:21:55,3.56,-58.6015625,0.0908567,4.54,288,9.1,6.216,3.894,299,34,11.8,9.8,8.6,0.5,84,32
2022.07.23 14:43:46,3.56,-58.6010933,0.0974282,4.573,289,9.3,6.935,4.318,301,32,11.8,10.2,8.8,0.4,82,32
2022.07.23 15:05:37,3.56,-58.6012306,0.1043749,3.882,292,8.8,5.255,3.418,303,36,11.8,9.7,8.3,0.4,92,32
2022.07.23 15:27:27,3.55,-58.6016846,0.1090665,4.232,309,8.9,6.155,3.1,306,31,10.6,9.8,8.4,0.3,101,33
2022.07.23 15:49:18,3.55,-58.6025352,0.1142749,4.598,291,9.3,6.321,3.556,299,29,11.8,10.2,8.7,0.3,107,33
2022.07.23 16:11:09,3.56,-58.6036491,0.120569,3.875,294,9.1,6.519,3.861,300,35,11.8,10.1,8.5,0.4,109,33
2022.07.23 16:33:00,3.56,-58.6046906,0.1259726,4.395,284,9.4,6.592,3.345,304,35,11.8,10.2,8.8,0.4,110,34
2022.07.23 16:54:50,3.55,-58.6064644,0.1305294,4.892,281,9.7,7.578,4.14,302,30,13.4,10.5,9.1,0.4,127,34
2022.07.23 17:16:41,3.55,-58.6093636,0.13593,4.87,278,9.7,7.633,3.866,297,29,13.4,10.5,9.2,0.5,136,34
2022.07.23 17:38:32,3.56,-58.6121788,0.1413441,4.539,303,9.4,7.397,4.097,300,32,10.6,10.1,8.9,0.5,135,35
2022.07.23 18:00:23,3.56,-58.614727,0.1470865,4.587,272,9.8,5.77,3.3,284,32,11.8,10.6,9.2,0.5,130,35
2022.07.23 18:22:13,3.56,-58.6182861,0.154869,4.287,275,9.6,8.352,4.308,289,33,13.4,10.6,9.0,0.6,131,36
2022.07.23 18:44:04,3.56,-58.6214066,0.1613022,4.36,268,9.5,7.094,4.208,285,34,13.4,10.5,8.9,0.6,133,36
2022.07.23 19:05:55,3.56,-58.625473,0.168133,4.906,270,10.0,6.905,3.636,285,32,13.4,11.0,9.3,0.6,139,36
2022.07.23 19:27:45,3.56,-58.6291313,0.1736285,4.191,278,9.0,7.027,3.898,292,35,11.8,9.9,8.4,0.6,142,37
2022.07.23 19:49:36,3.55,-58.6332207,0.1793581,4.998,274,9.9,8.132,3.867,287,30,13.4,10.9,9.2,0.6,144,37
2022.07.23 20:11:27,3.56,-58.6382217,0.1869433,4.498,276,9.4,6.351,3.424,293,33,11.8,10.6,8.6,0.8,142,38
2022.07.23 20:33:18,3.56,-58.6424446,0.1928408,5.255,276,9.8,8.688,4.279,292,30,13.4,10.9,9.0,0.6,144,38
2022.07.23 20:55:08,3.56,-58.6462097,0.1968784,4.764,278,9.2,6.594,3.655,294,35,11.8,10.3,8.5,0.5,151,39
2022.07.23 21:16:59,3.56,-58.6505737,0.2028241,5.078,276,9.5,6.49,3.546,294,33,13.4,10.6,8.8,0.6,145,39
2022.07.23 21:38:50,3.56,-58.6540489,0.2061491,4.59,285,9.2,6.751,3.571,298,36,11.8,10.2,8.5,0.5,153,39
2022.07.23 22:00:40,3.56,-58.6578369,0.210333,4.466,281,9.4,6.798,3.64,293,35,11.8,10.4,8.7,0.5,150,40
2022.07.23 22:22:31,3.56,-58.6611061,0.2123667,5.024,284,9.6,7.054,3.564,298,31,13.4,10.6,8.8,0.4,162,40
2022.07.23 22:44:22,3.55,-58.6645699,0.2166989,5.188,280,9.4,8.03,4.203,298,32,13.4,10.4,8.7,0.5,147,40
2022.07.23 23:06:13,3.56,-58.6674805,0.2234419,5.075,275,10.1,6.395,3.708,290,29,13.4,11.2,9.3,0.5,130,41
2022.07.23 23:28:03,3.56,-58.6697197,0.2298108,4.808,282,9.6,7.312,3.554,298,32,11.8,10.4,9.0,0.5,124,41
2022.07.23 23:49:54,3.56,-58.6716232,0.2367947,4.686,289,9.4,7.064,4.572,303,30,13.4,10.5,8.7,0.5,118,41
2022.07.24 00:11:45,3.56,-58.673645,0.2466167,5.465,278,9.8,7.5,4.681,297,29,13.4,10.8,9.2,0.7,112,42
2022.07.24 00:33:35,3.55,-58.6746635,0.2567387,4.751,282,9.6,6.899,3.735,302,32,13.4,10.7,8.8,0.6,101,43
2022.07.24 00:55:26,3.56,-58.6741943,0.2700229,4.738,297,9.1,6.33,3.562,314,32,13.4,10.2,8.3,0.8,86,43
2022.07.24 01:17:17,3.56,-58.6736946,0.2863577,5.147,295,9.5,7.642,4.223,307,31,13.4,10.8,8.6,1.0,87,44
2022.07.24 01:39:08,3.55,-58.6733551,0.2986026,5.003,294,9.1,7.42,4.513,311,31,13.4,10.3,8.3,0.8,87,45
2022.07.24 02:00:58,3.55,-58.6739845,0.3116207,5.284,297,9.3,6.399,4.335,305,30,11.8,10.4,8.5,0.8,95,46
2022.07.24 02:22:49,3.55,-58.6744003,0.3220867,4.725,318,8.5,6.376,3.844,315,33,11.8,9.6,7.7,0.7,94,46
2022.07.24 02:44:40,3.56,-58.6745033,0.3319865,4.568,310,8.8,6.834,3.683,307,31,9.6,10.0,7.9,0.6,91,47
2022.07.24 03:06:31,3.56,-58.6756592,0.3435757,5.068,307,9.0,6.385,3.871,304,33,10.6,10.0,8.3,0.7,101,48
2022.07.24 03:28:21,3.56,-58.6765633,0.3525232,4.797,301,8.8,6.214,3.81,306,31,11.8,9.8,8.1,0.6,101,48
2022.07.24 03:50:12,3.56,-58.6776466,0.360693,5.051,292,9.4,7.591,4.462,303,31,13.4,10.6,8.5,0.5,104,49
2022.07.24 04:12:03,3.56,-58.6787567,0.3715833,4.916,318,8.7,7.922,4.129,313,31,9.6,9.8,7.9,0.7,101,49
2022.07.24 04:33:53,3.56,-58.6799889,0.3800209,4.846,309,8.9,7.209,3.708,310,31,10.6,10.1,8.2,0.5,106,50
