time,latitude (deg),longitude (deg),drift_speed (m/s),temperature_surface (degC),barometric_pressure (hPa),barometric_pressure_tendency (hPa),submerged_boolean (none),accelometer_variance (),sampling_ratio (s)
2019-05-18T22:00:55,-65.4171,-60.4416,0.008,-11.8,988.9,0.8,0.0,4.0,60.0
2019-05-18T23:00:26,-65.4172,-60.4408,0.011,-11.8,989.2,0.9,0.0,3.0,60.0
2019-05-19T00:00:26,-65.4174,-60.4397,0.014,-11.7,989.7,1.1,0.0,4.0,60.0
2019-05-19T01:00:54,-65.4177,-60.4386,0.017,-11.7,989.8,0.9,0.0,3.0,60.0
2019-05-19T02:00:26,-65.4180,-60.4378,0.014,-11.7,989.9,0.7,0.0,4.0,60.0
2019-05-19T03:00:26,-65.4180,-60.4378,0.001,-11.7,989.9,0.2,0.0,3.0,60.0
2019-05-19T04:00:54,-65.4180,-60.4391,0.016,-11.7,990.2,0.4,0.0,4.0,60.0
2019-05-19T05:00:27,-65.4180,-60.4411,0.026,-11.7,990.0,0.1,0.0,4.0,60.0
2019-05-19T06:00:26,-65.4178,-60.4431,0.026,-11.7,990.0,0.1,0.0,5.0,60.0
2019-05-19T07:00:25,-65.4176,-60.4440,0.014,-11.7,990.1,-0.1,0.0,4.0,60.0
2019-05-19T08:00:54,-65.4174,-60.4443,0.005,-11.8,990.1,0.1,0.0,4.0,60.0
2019-05-19T09:00:26,-65.4173,-60.4448,0.008,-11.8,990.1,0.1,0.0,3.0,60.0
2019-05-19T10:00:26,-65.4172,-60.4449,0.003,-11.8,990.3,0.2,0.0,3.0,60.0
2019-05-19T11:00:55,-65.4172,-60.4448,0.003,-11.8,990.2,0.1,0.0,4.0,60.0
2019-05-19T12:00:26,-65.4171,-60.4443,0.007,-11.8,990.6,0.5,0.0,3.0,60.0
2019-05-19T13:00:26,-65.4171,-60.4438,0.007,-11.8,990.7,0.4,0.0,3.0,60.0
2019-05-19T14:00:54,-65.4172,-60.4433,0.006,-11.8,990.5,0.3,0.0,3.0,60.0
2019-05-19T15:00:26,-65.4172,-60.4430,0.004,-11.8,990.5,-0.1,0.0,3.0,60.0
2019-05-19T16:00:26,-65.4173,-60.4431,0.003,-11.8,990.5,-0.2,0.0,4.0,60.0
2019-05-19T17:00:25,-65.4174,-60.4437,0.008,-11.8,990.5,0.0,0.0,4.0,60.0
2019-05-19T18:00:54,-65.4176,-60.4445,0.012,-11.8,990.6,0.1,0.0,4.0,60.0
2019-05-19T19:00:27,-65.4178,-60.4453,0.012,-11.8,990.9,0.4,0.0,4.0,60.0
2019-05-19T20:00:27,-65.4179,-60.4456,0.005,-11.8,990.9,0.4,0.0,5.0,60.0
2019-05-19T21:00:55,-65.4180,-60.4455,0.003,-11.8,991.3,0.7,0.0,4.0,60.0
2019-05-19T22:00:26,-65.4183,-60.4449,0.011,-11.8,991.6,0.7,0.0,3.0,60.0
2019-05-19T23:00:26,-65.4186,-60.4436,0.019,-11.8,992.1,1.2,0.0,2.0,60.0
2019-05-20T00:00:54,-65.4190,-60.4420,0.023,-11.8,992.9,1.6,0.0,4.0,60.0
2019-05-20T01:00:26,-65.4195,-60.4401,0.030,-11.8,993.6,2.0,0.0,4.0,60.0
2019-05-20T02:00:26,-65.4200,-60.4382,0.029,-11.8,994.3,2.2,0.0,5.0,60.0
2019-05-20T03:00:28,-65.4200,-60.4369,0.017,-11.8,995.0,2.1,0.0,4.0,60.0
2019-05-20T04:00:54,-65.4196,-60.4368,0.015,-11.8,995.5,1.9,0.0,4.0,60.0
2019-05-20T05:00:26,-65.4183,-60.4377,0.041,-11.8,996.1,1.8,0.0,3.0,60.0
2019-05-20T06:00:25,-65.4171,-60.4398,0.047,-11.8,996.8,1.8,0.0,3.0,60.0
2019-05-20T07:00:26,-65.4169,-60.4416,0.024,-11.8,997.4,1.9,0.0,3.0,60.0
2019-05-20T08:00:55,-65.4167,-60.4426,0.013,-11.8,997.9,1.8,0.0,4.0,60.0
2019-05-20T09:00:26,-65.4165,-60.4426,0.009,-11.8,998.4,1.6,0.0,4.0,60.0
2019-05-20T10:00:26,-65.4161,-60.4422,0.012,-11.8,999.0,1.6,0.0,4.0,60.0
2019-05-20T11:00:54,-65.4154,-60.4421,0.021,-11.8,999.8,1.9,0.0,4.0,60.0
2019-05-20T12:00:27,-65.4152,-60.4420,0.007,-11.8,1000.4,2.0,0.0,3.0,60.0
2019-05-20T13:00:26,-65.4152,-60.4419,0.002,-11.8,1001.0,2.0,0.0,3.0,60.0
2019-05-20T14:00:54,-65.4152,-60.4419,0.001,-11.8,1001.5,1.7,0.0,3.0,60.0
2019-05-20T15:00:26,-65.4152,-60.4419,0.000,-11.7,1001.9,1.5,0.0,4.0,60.0
2019-05-20T16:00:25,-65.4152,-60.4419,0.000,-11.7,1002.5,1.5,0.0,4.0,60.0
2019-05-20T17:00:26,-65.4152,-60.4419,0.000,-11.7,1002.5,1.0,0.0,3.0,60.0
2019-05-20T18:00:55,-65.4152,-60.4419,0.001,-11.7,1002.9,1.0,0.0,4.0,60.0
2019-05-20T19:00:26,-65.4152,-60.4419,0.000,-11.7,1003.1,0.6,0.0,4.0,60.0
2019-05-20T20:00:26,-65.4152,-60.4420,0.001,-11.7,1003.4,0.9,0.0,4.0,60.0
2019-05-20T21:00:54,-65.4152,-60.4419,0.001,-11.7,1003.7,0.8,0.0,3.0,60.0
2019-05-20T22:00:26,-65.4152,-60.4419,0.000,-11.7,1003.9,0.8,0.0,4.0,60.0
2019-05-20T23:00:26,-65.4152,-60.4419,0.000,-11.8,1003.9,0.5,0.0,4.0,60.0
2019-05-21T00:00:54,-65.4152,-60.4419,0.000,-11.8,1004.4,0.7,0.0,5.0,60.0
2019-05-21T01:00:26,-65.4152,-60.4419,NaN,-11.8,1004.7,0.8,0.0,3.0,60.0
2019-05-21T02:00:25,-65.4152,-60.4419,0.000,-11.8,1004.8,0.9,0.0,4.0,60.0
2019-05-21T03:00:54,-65.4152,-60.4419,NaN,-11.8,1004.9,0.5,0.0,4.0,60.0
2019-05-21T04:00:26,-65.4152,-60.4419,0.000,-11.8,1005.0,0.3,0.0,4.0,60.0
2019-05-21T05:00:26,-65.4152,-60.4419,0.001,-11.8,1005.3,0.5,0.0,3.0,60.0
2019-05-21T06:00:55,-65.4152,-60.4419,0.001,-11.8,1005.5,0.6,0.0,4.0,60.0
2019-05-21T07:00:26,-65.4152,-60.4419,0.001,-11.8,1005.8,0.8,0.0,4.0,60.0
2019-05-21T08:00:27,-65.4152,-60.4419,0.000,-11.9,1005.8,0.5,0.0,4.0,60.0
2019-05-21T09:00:54,-65.4152,-60.4419,0.001,-11.9,1006.1,0.6,0.0,3.0,60.0
2019-05-21T10:00:27,-65.4152,-60.4419,0.000,-11.9,1006.2,0.4,0.0,4.0,60.0
2019-05-21T11:00:26,-65.4152,-60.4419,0.001,-11.9,1006.7,0.9,0.0,5.0,60.0
2019-05-21T12:00:54,-65.4152,-60.4419,0.000,-12.0,1006.9,0.8,0.0,5.0,60.0
2019-05-21T13:00:26,-65.4152,-60.4420,0.000,-12.1,1007.3,1.1,0.0,4.0,60.0
2019-05-21T14:00:25,-65.4152,-60.4420,0.000,-12.1,1007.5,0.8,0.0,4.0,60.0
2019-05-21T15:00:27,-65.4152,-60.4419,0.000,-12.2,1007.9,1.0,0.0,3.0,60.0
2019-05-21T16:00:55,-65.4152,-60.4419,0.001,-12.2,1007.9,0.6,0.0,4.0,60.0
2019-05-21T17:00:26,-65.4152,-60.4419,0.001,-12.2,1007.6,0.1,0.0,5.0,60.0
2019-05-21T18:00:26,-65.4152,-60.4419,0.000,-12.2,1007.6,-0.3,0.0,6.0,60.0
2019-05-21T19:00:54,-65.4152,-60.4419,0.001,-12.2,1007.4,-0.5,0.0,4.0,60.0
2019-05-21T20:00:26,-65.4152,-60.4419,0.000,-12.2,1007.4,-0.2,0.0,4.0,60.0
2019-05-21T21:00:26,-65.4152,-60.4419,0.001,-12.2,1007.1,-0.5,0.0,4.0,60.0
2019-05-21T22:00:54,-65.4152,-60.4419,0.000,-12.2,1006.9,-0.5,0.0,3.0,60.0
2019-05-21T23:00:26,-65.4152,-60.4419,0.000,-12.2,1006.6,-0.8,0.0,3.0,60.0
2019-05-22T00:00:25,-65.4152,-60.4419,0.000,-12.2,1006.6,-0.5,0.0,3.0,60.0
2019-05-22T01:00:55,-65.4152,-60.4420,0.001,-12.2,1006.2,-0.7,0.0,3.0,60.0
2019-05-22T02:00:28,-65.4152,-60.4420,0.001,-12.2,1005.9,-0.7,0.0,3.0,60.0
2019-05-22T03:00:26,-65.4152,-60.4419,0.002,-12.2,1005.5,-1.1,0.0,3.0,60.0
2019-05-22T04:00:54,-65.4152,-60.4419,0.002,-12.3,1005.4,-0.8,0.0,4.0,60.0
2019-05-22T05:00:27,-65.4152,-60.4420,0.001,-12.3,1005.4,-0.5,0.0,5.0,60.0
2019-05-22T06:00:26,-65.4152,-60.4419,0.001,-12.3,1004.8,-0.7,0.0,4.0,60.0
2019-05-22T07:00:26,-65.4152,-60.4419,0.000,-12.3,1004.1,-1.3,0.0,4.0,60.0
2019-05-22T08:00:54,-65.4152,-60.4419,0.000,-12.3,1003.5,-1.9,0.0,3.0,60.0
2019-05-22T09:00:26,-65.4152,-60.4419,0.001,-12.3,1003.3,-1.5,0.0,3.0,60.0
2019-05-22T10:00:25,-65.4152,-60.4419,NaN,-12.3,1002.6,-1.5,0.0,5.0,60.0
2019-05-22T11:00:55,-65.4152,-60.4419,0.000,-12.3,1002.5,-1.0,0.0,3.0,60.0
2019-05-22T12:00:26,-65.4153,-60.4419,0.001,-12.3,1002.0,-1.3,0.0,4.0,60.0
2019-05-22T13:00:26,-65.4152,-60.4419,0.001,-12.4,1002.4,-0.2,0.0,3.0,60.0
2019-05-22T14:00:54,-65.4152,-60.4419,0.000,-12.4,1002.2,-0.3,0.0,5.0,60.0
2019-05-22T15:00:27,-65.4152,-60.4419,0.000,-12.4,1002.2,0.2,0.0,3.0,60.0
2019-05-22T16:00:26,-65.4152,-60.4419,0.001,-12.5,1002.5,0.1,0.0,6.0,60.0
2019-05-22T17:00:54,-65.4152,-60.4419,0.001,-12.6,1002.6,0.4,0.0,5.0,60.0
2019-05-22T18:00:26,-65.4152,-60.4419,0.000,-12.7,1002.7,0.5,0.0,3.0,60.0
2019-05-22T19:00:26,-65.4152,-60.4419,0.001,-12.7,1003.0,0.5,0.0,4.0,60.0
2019-05-22T20:00:55,-65.4152,-60.4419,0.000,-12.8,1003.1,0.5,0.0,5.0,60.0
2019-05-22T21:00:26,-65.4152,-60.4419,0.001,-12.9,1004.3,1.6,0.0,4.0,60.0
2019-05-22T22:00:26,-65.4152,-60.4419,0.000,-13.0,1004.4,1.4,0.0,3.0,60.0
2019-05-22T23:00:27,-65.4152,-60.4418,0.001,-13.1,1004.8,1.7,0.0,3.0,60.0
2019-05-23T00:00:54,-65.4152,-60.4419,0.001,-13.2,1005.1,0.8,0.0,5.0,60.0
2019-05-23T01:00:26,-65.4154,-60.4410,0.012,-13.2,1005.2,0.8,0.0,4.0,60.0
2019-05-23T02:00:25,-65.4155,-60.4366,0.057,-13.2,1007.1,2.3,0.0,4.0,60.0
2019-05-23T03:00:55,-65.4153,-60.4332,0.044,-13.4,1008.2,3.1,0.0,4.0,60.0
2019-05-23T04:00:26,-65.4146,-60.4341,0.026,-13.5,1009.1,3.9,0.0,4.0,60.0
2019-05-23T05:00:27,-65.4144,-60.4356,0.021,-13.5,1009.7,2.6,0.0,4.0,60.0
2019-05-23T06:00:54,-65.4144,-60.4360,0.006,-13.6,1009.8,1.6,0.0,4.0,60.0
2019-05-23T07:00:26,-65.4144,-60.4360,0.001,-13.7,1009.9,0.8,0.0,5.0,60.0
2019-05-23T08:00:35,-65.4144,-60.4360,0.000,-13.8,1008.5,-1.2,0.0,4.0,60.0
2019-05-23T09:00:26,-65.4146,-60.4365,0.007,-13.9,1006.3,-3.5,0.0,3.0,60.0
2019-05-23T10:00:26,-65.4150,-60.4391,0.035,-13.9,1003.4,-6.5,0.0,4.0,60.0
2019-05-23T11:00:55,-65.4150,-60.4397,0.008,-14.1,1001.6,-6.9,0.0,4.0,60.0
2019-05-23T12:00:27,-65.4149,-60.4401,0.005,-14.1,999.2,-7.1,0.0,3.0,60.0
2019-05-23T13:00:26,-65.4149,-60.4400,NaN,-14.2,996.6,-6.8,0.0,3.0,60.0
2019-05-23T14:00:54,-65.4149,-60.4400,0.001,-14.2,995.2,-6.4,0.0,5.0,60.0
2019-05-23T15:00:26,-65.4149,-60.4400,0.001,-14.2,993.3,-5.9,0.0,4.0,60.0
2019-05-23T16:00:25,-65.4149,-60.4400,0.000,-14.2,991.9,-4.7,0.0,4.0,60.0
2019-05-23T17:00:26,-65.4149,-60.4399,0.000,-14.2,991.0,-4.2,0.0,4.0,60.0
2019-05-23T18:00:55,-65.4149,-60.4400,0.000,-14.2,991.0,-2.3,0.0,3.0,60.0
2019-05-23T19:00:27,-65.4149,-60.4400,0.000,-14.2,991.2,-0.7,0.0,5.0,60.0
2019-05-23T20:00:26,-65.4149,-60.4399,0.002,-14.1,992.8,1.8,0.0,4.0,60.0
2019-05-23T21:00:54,-65.4148,-60.4396,0.004,-14.1,993.0,2.0,0.0,4.0,60.0
2019-05-23T22:00:26,-65.4148,-60.4397,0.001,-14.0,993.5,2.3,0.0,3.0,60.0
2019-05-23T23:00:26,-65.4149,-60.4397,0.001,-13.9,993.0,0.2,0.0,4.0,60.0
2019-05-24T00:00:54,-65.4149,-60.4393,0.006,-13.9,993.3,0.3,0.0,4.0,60.0
2019-05-24T01:00:27,-65.4152,-60.4383,0.015,-13.8,992.9,-0.6,0.0,4.0,60.0
2019-05-24T02:00:26,-65.4156,-60.4372,0.018,-13.8,992.8,-0.2,0.0,3.0,60.0
2019-05-24T03:00:54,-65.4159,-60.4363,0.016,-13.8,992.6,-0.7,0.0,4.0,60.0
2019-05-24T04:00:27,-65.4162,-60.4355,0.014,-13.8,992.3,-0.6,0.0,4.0,60.0
2019-05-24T05:00:26,-65.4163,-60.4349,0.009,-13.8,992.5,-0.3,0.0,4.0,60.0
2019-05-24T06:00:54,-65.4163,-60.4349,0.002,-13.8,992.4,-0.2,0.0,5.0,60.0
2019-05-24T07:00:26,-65.4160,-60.4357,0.013,-13.9,992.3,0.0,0.0,4.0,60.0
2019-05-24T08:00:26,-65.4157,-60.4368,0.017,-13.9,991.9,-0.6,0.0,3.0,60.0
2019-05-24T09:00:55,-65.4155,-60.4375,0.012,-14.0,991.1,-1.3,0.0,3.0,60.0
2019-05-24T10:00:26,-65.4153,-60.4379,0.008,-14.1,990.8,-1.5,0.0,4.0,60.0
2019-05-24T11:00:26,-65.4151,-60.4383,0.007,-14.1,990.2,-1.7,0.0,4.0,60.0
2019-05-24T12:00:54,-65.4150,-60.4386,0.005,-14.1,989.3,-1.8,0.0,3.0,60.0
2019-05-24T13:00:26,-65.4149,-60.4392,0.008,-14.1,988.3,-2.5,0.0,3.0,60.0
2019-05-24T14:00:26,-65.4148,-60.4397,0.006,-14.2,986.8,-3.4,0.0,4.0,60.0
2019-05-24T15:00:25,-65.4148,-60.4397,0.001,-14.2,986.3,-3.0,0.0,4.0,60.0
2019-05-24T16:00:54,-65.4148,-60.4398,0.001,-14.2,985.5,-2.8,0.0,4.0,60.0
2019-05-24T17:00:27,-65.4148,-60.4397,0.001,-14.1,984.9,-1.9,0.0,3.0,60.0
2019-05-24T18:00:26,-65.4148,-60.4397,0.000,-14.1,984.5,-1.8,0.0,4.0,60.0
2019-05-24T19:00:54,-65.4148,-60.4397,0.000,-14.0,983.8,-1.7,0.0,3.0,60.0
2019-05-24T20:00:27,-65.4149,-60.4398,0.001,-14.0,983.2,-1.7,0.0,3.0,60.0
2019-05-24T21:00:26,-65.4148,-60.4397,0.001,-14.0,983.4,-1.1,0.0,5.0,60.0
2019-05-24T22:00:54,-65.4148,-60.4397,0.001,-13.9,983.3,-0.5,0.0,3.0,60.0
2019-05-24T23:00:26,-65.4148,-60.4397,0.001,-13.9,983.2,0.0,0.0,4.0,60.0
2019-05-25T00:00:25,-65.4148,-60.4397,0.000,-13.8,983.9,0.5,0.0,4.0,60.0
2019-05-25T01:00:25,-65.4148,-60.4397,0.000,-13.8,984.0,0.7,0.0,3.0,60.0
2019-05-25T02:00:55,-65.4148,-60.4397,0.000,-13.7,985.7,2.5,0.0,4.0,60.0
2019-05-25T03:00:26,-65.4149,-60.4397,0.001,-13.6,988.3,4.4,0.0,5.0,60.0
2019-05-25T04:00:26,-65.4148,-60.4397,0.001,-13.6,990.1,6.1,0.0,5.0,60.0
2019-05-25T05:00:54,-65.4148,-60.4396,0.002,-13.4,992.5,6.8,0.0,5.0,60.0
2019-05-25T06:00:27,-65.4147,-60.4404,0.011,-13.4,994.9,6.6,0.0,3.0,60.0
2019-05-25T07:00:26,-65.4147,-60.4405,0.001,-13.5,995.7,5.6,0.0,5.0,60.0
2019-05-25T08:00:54,-65.4146,-60.4404,0.001,-13.6,996.5,4.0,0.0,6.0,60.0
2019-05-25T09:00:26,-65.4147,-60.4404,0.001,-13.8,996.6,1.7,0.0,2.0,60.0
2019-05-25T10:00:27,-65.4147,-60.4404,0.000,-13.8,996.9,1.2,0.0,4.0,60.0
2019-05-25T11:00:28,-65.4147,-60.4405,0.001,-13.9,997.4,0.9,0.0,3.0,60.0
2019-05-25T12:00:55,-65.4146,-60.4408,0.005,-14.1,997.6,1.0,0.0,3.0,60.0
2019-05-25T13:00:27,-65.4144,-60.4419,NaN,-14.2,997.9,1.0,0.0,3.0,60.0
2019-05-25T14:00:26,-65.4144,-60.4419,0.007,-14.3,997.7,0.3,0.0,3.0,60.0
2019-05-25T15:00:26,-65.4144,-60.4418,0.001,-14.3,997.9,0.3,0.0,4.0,60.0
2019-05-25T16:00:54,-65.4144,-60.4418,0.001,-14.3,997.6,-0.3,0.0,3.0,60.0
2019-05-25T17:00:26,-65.4144,-60.4418,0.001,-14.4,997.7,0.0,0.0,4.0,60.0
2019-05-25T18:00:25,-65.4144,-60.4418,0.000,-14.5,997.8,-0.1,0.0,4.0,60.0
2019-05-25T19:00:55,-65.4144,-60.4418,0.001,-14.6,997.8,0.2,0.0,3.0,60.0
2019-05-25T20:00:26,-65.4144,-60.4419,0.002,-14.7,997.7,0.0,0.0,4.0,60.0
2019-05-25T21:00:26,-65.4144,-60.4418,0.001,-14.8,997.6,-0.2,0.0,5.0,60.0
2019-05-25T22:00:54,-65.4144,-60.4418,0.000,-14.8,997.7,-0.1,0.0,5.0,60.0
2019-05-25T23:00:26,-65.4144,-60.4418,0.001,-14.8,997.5,-0.2,0.0,4.0,60.0
2019-05-26T00:00:26,-65.4144,-60.4419,0.001,-15.2,997.6,0.0,0.0,4.0,60.0
2019-05-26T01:00:54,-65.4144,-60.4418,0.000,-15.3,997.5,-0.2,0.0,4.0,60.0
2019-05-26T02:00:27,-65.4144,-60.4419,0.001,-15.5,997.1,-0.4,0.0,5.0,60.0
2019-05-26T03:00:26,-65.4144,-60.4418,0.002,-15.3,997.2,-0.4,0.0,4.0,60.0
2019-05-26T04:00:54,-65.4144,-60.4418,0.001,-15.3,997.1,-0.4,0.0,4.0,60.0
2019-05-26T05:00:26,-65.4145,-60.4418,0.001,-15.3,997.0,-0.1,0.0,4.0,60.0
2019-05-26T06:00:26,-65.4144,-60.4418,0.001,-15.2,997.1,-0.1,0.0,4.0,60.0
2019-05-26T07:00:25,-65.4144,-60.4418,0.000,-15.1,997.2,0.1,0.0,6.0,60.0
2019-05-26T08:00:55,-65.4144,-60.4418,0.000,-15.0,997.3,0.3,0.0,4.0,60.0
2019-05-26T09:00:26,-65.4144,-60.4418,0.000,-15.0,997.0,-0.1,0.0,4.0,60.0
2019-05-26T10:00:26,-65.4144,-60.4418,0.000,-14.9,997.4,0.2,0.0,3.0,60.0
2019-05-26T11:00:54,-65.4144,-60.4418,0.000,-14.8,997.3,0.0,0.0,4.0,60.0
2019-05-26T12:00:26,-65.4144,-60.4418,0.000,-14.6,997.5,0.5,0.0,3.0,60.0
2019-05-26T13:00:25,-65.4125,-60.4437,0.063,-14.3,997.3,-0.1,0.0,4.0,60.0
2019-05-26T14:00:54,-65.4113,-60.4446,0.039,-14.2,997.6,0.3,0.0,5.0,60.0
2019-05-26T15:00:26,-65.4103,-60.4451,0.034,-14.1,997.5,0.0,0.0,5.0,60.0
2019-05-26T16:00:26,-65.4099,-60.4457,0.014,-13.9,997.9,0.6,0.0,5.0,60.0
2019-05-26T17:00:26,-65.4092,-60.4457,0.021,-13.8,998.5,0.9,0.0,3.0,60.0
2019-05-26T18:00:54,-65.4076,-60.4459,0.049,-13.7,999.2,1.7,0.0,5.0,60.0
2019-05-26T19:00:26,-65.4068,-60.4462,0.025,-13.6,999.4,1.5,0.0,5.0,60.0
2019-05-26T20:00:27,-65.4068,-60.4462,0.001,-13.6,999.9,1.4,0.0,4.0,60.0
2019-05-26T21:00:54,-65.4068,-60.4462,0.001,-13.4,1000.3,1.1,0.0,6.0,60.0
2019-05-26T22:00:26,-65.4068,-60.4462,NaN,-13.3,1000.8,1.4,0.0,4.0,60.0
2019-05-26T23:00:26,-65.4067,-60.4462,0.002,-13.2,1000.9,1.0,0.0,4.0,60.0
2019-05-27T00:00:54,-65.4065,-60.4464,0.005,-13.1,1001.0,0.7,0.0,3.0,60.0
2019-05-27T01:00:26,-65.4063,-60.4466,0.008,-12.9,1001.6,0.8,0.0,5.0,60.0
2019-05-27T02:00:54,-65.4061,-60.4469,0.007,-12.8,1001.9,1.0,0.0,5.0,60.0
2019-05-27T03:00:27,-65.4061,-60.4472,0.003,-12.8,1002.1,1.1,0.0,4.0,60.0
2019-05-27T04:00:26,-65.4060,-60.4474,0.004,-12.8,1002.0,0.4,0.0,5.0,60.0
2019-05-27T05:00:54,-65.4060,-60.4476,0.003,-12.7,1001.7,-0.2,0.0,4.0,60.0
2019-05-27T06:00:26,-65.4060,-60.4476,0.001,-12.7,1002.3,0.2,0.0,3.0,60.0
2019-05-27T07:00:26,-65.4060,-60.4476,0.000,-12.7,1003.1,1.1,0.0,4.0,60.0
2019-05-27T08:00:54,-65.4060,-60.4476,0.000,-12.6,1002.5,0.8,0.0,5.0,60.0
2019-05-27T09:00:26,-65.4060,-60.4476,0.000,-12.7,1003.0,0.7,0.0,4.0,60.0
2019-05-27T10:00:25,-65.4060,-60.4476,0.000,-12.6,1002.5,-0.6,0.0,4.0,60.0
2019-05-27T11:00:26,-65.4061,-60.4477,0.001,-12.6,1002.3,-0.2,0.0,3.0,60.0
2019-05-27T12:00:54,-65.4060,-60.4476,0.001,-12.6,1002.5,-0.5,0.0,4.0,60.0
2019-05-27T13:00:26,-65.4060,-60.4476,0.001,-12.6,1002.6,0.1,0.0,5.0,60.0
2019-05-27T14:00:26,-65.4060,-60.4476,0.001,-12.6,1003.0,0.7,0.0,4.0,60.0
2019-05-27T15:00:26,-65.4060,-60.4475,0.002,-12.6,1002.9,0.4,0.0,4.0,60.0
2019-05-27T16:00:54,-65.4060,-60.4476,0.000,-12.7,1003.0,0.4,0.0,5.0,60.0
2019-05-27T17:00:26,-65.4060,-60.4476,0.001,-12.8,1002.2,-0.8,0.0,5.0,60.0
2019-05-27T18:00:27,-65.4061,-60.4476,0.001,-13.0,1001.4,-1.5,0.0,5.0,60.0
2019-05-27T19:00:54,-65.4060,-60.4475,0.001,-13.2,1001.0,-2.0,0.0,3.0,60.0
2019-05-27T20:00:26,-65.4060,-60.4476,0.001,-13.4,1000.6,-1.6,0.0,4.0,60.0
2019-05-27T21:00:25,-65.4060,-60.4475,0.001,-13.6,1000.2,-1.2,0.0,5.0,60.0
2019-05-27T22:00:55,-65.4060,-60.4476,0.001,-13.8,999.9,-1.1,0.0,5.0,60.0
2019-05-27T23:00:26,-65.4060,-60.4476,0.001,-14.1,999.7,-0.9,0.0,3.0,60.0
2019-05-28T00:00:27,-65.4060,-60.4477,0.001,-14.3,999.6,-0.6,0.0,3.0,60.0
2019-05-28T01:00:54,-65.4060,-60.4476,0.001,-14.6,999.4,-0.5,0.0,4.0,60.0
2019-05-28T02:00:27,-65.4061,-60.4477,0.002,-14.8,999.0,-0.7,0.0,4.0,60.0
2019-05-28T03:00:26,-65.4065,-60.4496,0.028,-15.1,998.6,-1.0,0.0,3.0,60.0
2019-05-28T04:00:55,-65.4071,-60.4530,0.046,-15.3,998.1,-1.3,0.0,4.0,60.0
2019-05-28T05:00:26,-65.4072,-60.4549,0.026,-15.6,997.5,-1.5,0.0,3.0,60.0
2019-05-28T06:00:26,-65.4071,-60.4553,0.005,-15.8,997.0,-1.6,0.0,4.0,60.0
2019-05-28T07:00:26,-65.4072,-60.4553,0.001,-16.0,996.4,-1.7,0.0,2.0,60.0
2019-05-28T08:00:54,-65.4072,-60.4553,0.000,-16.1,996.0,-1.5,0.0,4.0,60.0
2019-05-28T09:00:28,-65.4072,-60.4552,0.000,-16.4,995.2,-1.8,0.0,5.0,60.0
2019-05-28T10:00:26,-65.4072,-60.4553,0.000,-16.5,994.7,-1.7,0.0,5.0,60.0
2019-05-28T11:00:26,-65.4072,-60.4553,0.001,-16.6,993.9,-2.1,0.0,2.0,60.0
2019-05-28T12:00:54,-65.4071,-60.4552,0.002,-16.6,993.4,-1.8,0.0,4.0,60.0
2019-05-28T13:00:26,-65.4072,-60.4552,0.002,-16.8,993.2,-1.5,0.0,4.0,60.0
2019-05-28T14:00:27,-65.4072,-60.4553,0.001,-17.0,993.3,-0.6,0.0,2.0,60.0
2019-05-28T15:00:26,-65.4072,-60.4553,0.001,-17.1,993.1,-0.3,0.0,4.0,60.0
2019-05-28T16:00:54,-65.4071,-60.4552,0.001,-17.2,993.5,0.3,0.0,4.0,60.0
2019-05-28T17:00:26,-65.4071,-60.4553,0.001,-17.4,993.3,0.0,0.0,4.0,60.0
2019-05-28T18:00:25,-65.4068,-60.4553,0.011,-17.6,993.1,0.0,0.0,5.0,60.0
2019-05-28T19:00:55,-65.4072,-60.4553,0.011,-17.8,993.3,-0.2,0.0,4.0,60.0
2019-05-28T20:00:27,-65.4072,-60.4553,0.000,-17.9,993.2,-0.1,0.0,4.0,60.0
2019-05-28T21:00:27,-65.4071,-60.4552,0.001,-18.1,993.3,0.2,0.0,4.0,60.0
2019-05-28T22:00:54,-65.4071,-60.4552,0.000,-18.2,993.4,0.1,0.0,4.0,60.0
2019-05-28T23:00:27,-65.4071,-60.4552,0.000,-18.4,994.0,0.8,0.0,4.0,60.0
2019-05-29T00:00:26,-65.4072,-60.4552,0.001,-18.6,993.7,0.4,0.0,4.0,60.0
2019-05-29T01:00:26,-65.4071,-60.4552,0.001,-18.7,993.9,0.5,0.0,3.0,60.0
2019-05-29T02:00:54,-65.4071,-60.4552,0.001,-18.8,994.3,0.3,0.0,4.0,60.0
2019-05-29T03:00:26,-65.4072,-60.4552,0.001,-18.9,994.7,1.0,0.0,4.0,60.0
2019-05-29T04:00:26,-65.4071,-60.4552,0.001,-19.1,995.3,1.4,0.0,4.0,60.0
2019-05-29T05:00:26,-65.4071,-60.4552,0.000,-19.2,995.7,1.4,0.0,3.0,60.0
2019-05-29T06:00:54,-65.4072,-60.4552,0.000,-19.3,996.4,1.7,0.0,4.0,60.0
2019-05-29T07:00:26,-65.4072,-60.4552,0.000,-19.4,997.3,2.0,0.0,4.0,60.0
2019-05-29T08:00:26,-65.4072,-60.4552,0.000,-19.6,998.0,2.3,0.0,4.0,60.0
2019-05-29T09:00:54,-65.4071,-60.4552,0.000,-19.6,999.0,2.6,0.0,4.0,60.0
2019-05-29T10:00:26,-65.4072,-60.4553,0.001,-19.8,1000.3,3.0,0.0,3.0,60.0
