time,latitude (deg),longitude (deg),drift_speed (m/s),temperature_surface (degC),barometric_pressure (hPa),barometric_pressure_tendency (hPa),battery_voltage (V),GPS_signal_to_noise_ratio (),GPS_time_since_last_fix (min),Unit_ID,drift_x (m),drift_y (m),drift (m),delta_t (s),U (m/s),u (m/s),v (m/s),x (km),y (km),distance (km)
2016-09-01 11:00:00,-62.6804,-19.0752,0.336,-5.0,963.2,0.9,13.4,48.0,120,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,290.4426392103131,875.9282844014182,922.8257073174022
2016-09-01 12:00:00,-62.6732,-19.0574,,-5.1,963.3,0.5,13.4,48.0,0,2015P21,911.8227388195895,802.4868195210964,1214.662834919033,3600.0,0.3374063430330647,0.2532840941165526,0.2229130054225268,289.78174426982815,876.7307712209389,923.3798267872904
2016-09-01 13:00:00,-62.6732,-19.0574,,-5.1,963.8,0.8,13.4,48.0,60,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,289.78174426982815,876.7307712209389,923.3798267872904
2016-09-01 14:00:00,-62.6732,-19.0574,0.112,-5.1,964.4,1.1,13.4,48.0,120,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,289.78174426982815,876.7307712209389,923.3798267872904
2016-09-01 15:00:00,-62.6764,-19.025,,-5.1,965.5,2.2,13.4,48.0,0,2015P21,1660.125442734119,-356.6607061716883,1698.0056963803277,3600.0,0.47166824899453547,0.461145956315033,-0.09907241838102453,288.5787510075894,876.3741105147676,922.6642277197325
2016-09-01 16:00:00,-62.6764,-19.025,,-5.1,967.0,3.2,13.4,48.0,60,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,288.5787510075894,876.3741105147676,922.6642277197325
2016-09-01 17:00:00,-62.6764,-19.025,0.157,-5.1,968.7,4.3,13.4,48.0,120,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,288.5787510075894,876.3741105147676,922.6642277197325
2016-09-01 18:00:00,-62.6674,-18.9632,,-5.2,970.2,4.7,13.4,48.0,0,2015P21,3166.1937062873862,1003.1078180379111,3321.296114522557,3600.0,0.9225822540340437,0.8794982517464962,0.2786410605660864,286.28409591566884,877.3772183328056,922.9026854569573
2016-09-01 19:00:00,-62.6674,-18.9632,,-5.3,971.6,4.6,13.4,48.0,60,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,286.28409591566884,877.3772183328056,922.9026854569573
2016-09-01 20:00:00,-62.6674,-18.9632,0.308,-5.5,973.1,4.4,13.4,48.0,120,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,286.28409591566884,877.3772183328056,922.9026854569573
2016-09-01 21:00:00,-62.6478,-18.8946,,-5.6,973.9,3.7,13.4,44.0,0,2015P21,3515.6444225302625,2184.541424383091,4139.0792382501995,3600.0,1.1497442328472776,0.9765678951472951,0.6068170623286364,283.73686778523296,879.5617597571883,924.1945138160778
2016-09-01 22:00:00,-62.6478,-18.8946,,-5.8,974.4,2.8,13.4,44.0,60,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,283.73686778523296,879.5617597571883,924.1945138160778
2016-09-01 23:00:00,-62.6478,-18.8946,0.383,-5.9,974.9,1.8,13.4,44.0,120,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,283.73686778523296,879.5617597571883,924.1945138160778
2016-09-02 00:00:00,-62.6312,-18.8262,,-6.0,975.3,1.4,13.4,48.0,0,2015P21,3507.7112853757117,1850.1680234744153,3965.7483753560755,3600.0,1.1015967709322432,0.9743642459376977,0.5139355620762265,281.19697591671826,881.4119277806626,925.1803746830839
2016-09-02 01:00:00,-62.6312,-18.8262,,-6.1,975.5,1.1,13.4,48.0,60,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,281.19697591671826,881.4119277806626,925.1803746830839
2016-09-02 02:00:00,-62.6312,-18.8262,0.367,-6.2,975.4,0.5,13.4,48.0,120,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,281.19697591671826,881.4119277806626,925.1803746830839
2016-09-02 03:00:00,-62.6292,-18.7556,,-6.3,975.8,0.5,13.4,44.0,0,2015P21,3622.557145418334,222.91151185816486,3629.4090171735015,3600.0,1.0081691714370837,1.0062658737273151,0.061919864405045794,278.57529816208756,881.6348392925212,924.599473610301
2016-09-02 04:00:00,-62.6292,-18.7556,,-6.4,975.9,0.4,13.4,44.0,60,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,278.57529816208756,881.6348392925212,924.599473610301
2016-09-02 05:00:00,-62.6292,-18.7556,0.336,-6.5,976.3,0.9,13.4,44.0,120,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,278.57529816208756,881.6348392925212,924.599473610301
2016-09-02 06:00:00,-62.63,-18.6688,,-6.5,977.0,1.1,13.4,48.0,0,2015P21,4454.095252993806,-89.16459704749721,4454.987637256539,3600.0,1.237496565904594,1.2372486813871684,-0.024767943624304782,275.3519168076026,881.5456746954734,923.5482957939548
2016-09-02 07:00:00,-62.63,-18.6688,,-6.6,976.8,0.9,13.4,48.0,60,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,275.3519168076026,881.5456746954734,923.5482957939548
2016-09-02 08:00:00,-62.63,-18.6688,0.412,-6.6,977.1,0.8,13.4,48.0,120,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,275.3519168076026,881.5456746954734,923.5482957939548
2016-09-02 09:00:00,-62.6222,-18.6064,,-6.7,976.7,-0.2,13.4,48.0,0,2015P21,3201.936273607437,869.354383428517,3317.856679277973,3600.0,0.9216268553549924,0.8894267426687326,0.2414873287301436,273.0345603397258,882.415029078902,923.6905080622117
2016-09-02 10:00:00,-62.6222,-18.6064,,-6.7,976.3,-0.5,13.4,48.0,60,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,273.0345603397258,882.415029078902,923.6905080622117
2016-09-02 11:00:00,-62.6222,-18.6064,0.307,-6.8,975.5,-1.5,13.4,48.0,120,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,273.0345603397258,882.415029078902,923.6905080622117
2016-09-02 12:00:00,-62.61,-18.5908,,-6.8,974.9,-1.8,13.4,48.0,0,2015P21,800.6942934206038,1359.7574635692526,1577.9897690570137,3600.0,0.438330491404726,0.22241508150572328,0.3777104065470146,272.45520994639367,883.7747865424715,924.8187469743054
2016-09-02 13:00:00,-62.61,-18.5908,,-6.9,974.0,-2.3,13.4,48.0,60,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,272.45520994639367,883.7747865424715,924.8187469743054
2016-09-02 14:00:00,-62.61,-18.5908,0.146,-6.8,973.4,-2.1,13.4,48.0,120,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,272.45520994639367,883.7747865424715,924.8187469743054
2016-09-02 15:00:00,-62.5998,-18.5904,,-6.8,973.1,-1.8,13.4,48.0,0,2015P21,20.539052126367746,1136.8445713087108,1137.030092819155,3600.0,0.3158416924497653,0.005705292257324374,0.3157901586968641,272.44035474900335,884.9116311137798,925.9008271819466
2016-09-02 16:00:00,-62.5998,-18.5904,,-6.7,973.1,-0.8,13.4,48.0,60,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,272.44035474900335,884.9116311137798,925.9008271819466
2016-09-02 17:00:00,-62.5998,-18.5904,0.105,-6.6,973.4,0.0,13.4,48.0,120,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,272.44035474900335,884.9116311137798,925.9008271819466
2016-09-02 18:00:00,-62.591,-18.5684,,-6.6,974.1,1.0,13.4,48.0,0,2015P21,1130.0354251404274,980.8057396631158,1496.3154617353982,3600.0,0.4156431838153884,0.3138987292056743,0.27244603879530993,271.6233143497328,885.892436853443,926.598421416994
2016-09-02 19:00:00,-62.591,-18.5684,,-6.6,974.4,1.2,13.4,48.0,60,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,271.6233143497328,885.892436853443,926.598421416994
2016-09-02 20:00:00,-62.591,-18.5684,0.139,-6.7,974.6,1.1,13.4,48.0,120,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,271.6233143497328,885.892436853443,926.598421416994
2016-09-02 21:00:00,-62.5762,-18.5182,,-6.7,975.0,0.9,13.4,48.0,0,2015P21,2579.2982285138933,1649.5341227100123,3061.6567693978363,3600.0,0.8504602137216212,0.7164717301427481,0.4582039229750034,269.75894341044994,887.5419709761528,927.631736086124
2016-09-02 22:00:00,-62.5762,-18.5182,,-6.7,975.6,1.2,13.4,48.0,60,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,269.75894341044994,887.5419709761528,927.631736086124
2016-09-02 23:00:00,-62.5762,-18.5182,0.284,-6.7,976.1,1.6,13.4,48.0,120,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,269.75894341044994,887.5419709761528,927.631736086124
2016-09-03 00:00:00,-62.5486,-18.4632,,-6.7,976.7,1.8,13.4,48.0,0,2015P21,2827.329932598541,3076.148833374995,4178.0960009126175,3600.0,1.1605822224757272,0.7853694257218169,0.8544857870486097,267.71625307501046,890.6181198095281,929.9852834822614
2016-09-03 01:00:00,-62.5486,-18.4632,,-6.7,977.2,1.6,13.4,48.0,60,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,267.71625307501046,890.6181198095281,929.9852834822614
2016-09-03 02:00:00,-62.5486,-18.4632,0.387,-6.8,977.6,1.5,13.4,48.0,120,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,267.71625307501046,890.6181198095281,929.9852834822614
2016-09-03 03:00:00,-62.5254,-18.4234,,-6.8,978.0,1.3,13.4,44.0,0,2015P21,2047.8552359299024,2585.73882742855,3298.4475668103455,3600.0,0.916235435225096,0.5688486766471951,0.7182607853968195,266.23805383350344,893.2038586369569,932.0385369677588
2016-09-03 04:00:00,-62.5254,-18.4234,,-6.8,978.1,0.9,13.4,44.0,60,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,266.23805383350344,893.2038586369569,932.0385369677588
2016-09-03 05:00:00,-62.5254,-18.4234,0.305,-6.9,978.2,0.5,13.4,44.0,120,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,266.23805383350344,893.2038586369569,932.0385369677588
2016-09-03 06:00:00,-62.5196,-18.388,,-6.9,978.0,0.0,13.4,48.0,0,2015P21,1822.8767412668258,646.433355099117,1934.1033313751009,3600.0,0.5372509253819725,0.5063546503518961,0.17956482086086584,264.9232495944165,893.8502919920559,932.2835795346548
2016-09-03 07:00:00,-62.5196,-18.388,,-6.9,978.7,0.6,13.4,48.0,60,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,264.9232495944165,893.8502919920559,932.2835795346548
2016-09-03 08:00:00,-62.5196,-18.388,0.179,-6.9,979.4,1.2,13.4,48.0,120,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,264.9232495944165,893.8502919920559,932.2835795346548
2016-09-03 09:00:00,-62.4992,-18.327,,-6.9,980.2,2.2,13.4,48.0,0,2015P21,3141.7257996693825,2273.657848395103,3878.138859282487,3600.0,1.0772607942451353,0.8727016110192729,0.6315716245541952,262.657573771663,896.123949840451,933.8239312296873
2016-09-03 10:00:00,-62.4992,-18.327,,-7.0,980.9,2.2,13.4,48.0,60,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,262.657573771663,896.123949840451,933.8239312296873
2016-09-03 11:00:00,-62.4992,-18.327,0.359,-7.0,981.8,2.5,13.4,48.0,120,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,262.657573771663,896.123949840451,933.8239312296873
2016-09-03 12:00:00,-62.465,-18.266,,-7.1,982.5,2.3,13.4,48.0,0,2015P21,3143.8731272917707,3811.705490307406,4940.955068136823,3600.0,1.3724875189268952,0.8732980909143807,1.058807080640946,260.3918317470073,899.9356553307583,936.8500892758474
2016-09-03 13:00:00,-62.465,-18.266,,-7.1,982.8,1.9,13.4,48.0,60,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,260.3918317470073,899.9356553307583,936.8500892758474
2016-09-03 14:00:00,-62.465,-18.266,0.458,-7.2,983.3,1.4,13.4,48.0,120,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,260.3918317470073,899.9356553307583,936.8500892758474
2016-09-03 15:00:00,-62.429,-18.2212,,-7.2,983.5,1.0,13.4,48.0,0,2015P21,2311.586144402107,4012.301225763811,4630.549819325734,3600.0,1.2862638387015926,0.6421072623339186,1.1145281182677254,258.7277695424293,903.9479565565221,940.245694962286
2016-09-03 16:00:00,-62.429,-18.2212,,-7.2,983.8,1.0,13.4,48.0,60,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,258.7277695424293,903.9479565565221,940.245694962286
2016-09-03 17:00:00,-62.429,-18.2212,0.429,-7.3,983.5,0.3,13.4,48.0,120,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,258.7277695424293,903.9479565565221,940.245694962286
2016-09-03 18:00:00,-62.4124,-18.1974,,-7.3,983.3,-0.2,13.4,48.0,0,2015P21,1229.5077926727483,1850.1096428204162,2221.3948551979906,3600.0,0.6170541264438862,0.3415299424090968,0.5139193452278934,257.8437221755407,905.7980661993427,941.7820988932664
2016-09-03 19:00:00,-62.4124,-18.1974,,-7.3,982.8,-1.0,13.4,48.0,60,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,257.8437221755407,905.7980661993427,941.7820988932664
2016-09-03 20:00:00,-62.4124,-18.1974,0.206,-7.3,982.0,-1.5,13.4,48.0,120,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,257.8437221755407,905.7980661993427,941.7820988932664
2016-09-03 21:00:00,-62.4136,-18.1498,,-7.2,981.7,-1.6,13.4,48.0,0,2015P21,2460.377920571799,-133.74271682460991,2464.0102731808647,3600.0,0.6844472981057957,0.6834383112699443,-0.037150754673502755,256.0755977970976,905.6643234825182,941.1708551672158
2016-09-03 22:00:00,-62.4136,-18.1498,,-7.2,981.4,-1.4,13.4,48.0,60,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,256.0755977970976,905.6643234825182,941.1708551672158
2016-09-03 23:00:00,-62.4136,-18.1498,0.228,-7.1,980.2,-1.8,13.4,48.0,120,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,256.0755977970976,905.6643234825182,941.1708551672158
2016-09-04 00:00:00,-62.4038,-18.0784,,-7.0,980.4,-1.3,13.4,48.0,0,2015P21,3690.419059565077,1092.2315080845224,3848.6572336925224,3600.0,1.0690714538034785,1.0251164054347437,0.30339764113458956,253.42333762710533,906.7565549906025,941.5045608346713
2016-09-04 01:00:00,-62.4038,-18.0784,,-7.0,980.2,-1.1,13.4,48.0,60,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,253.42333762710533,906.7565549906025,941.5045608346713
2016-09-04 02:00:00,-62.4038,-18.0784,0.356,-6.9,980.7,0.4,13.4,48.0,120,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,253.42333762710533,906.7565549906025,941.5045608346713
2016-09-04 03:00:00,-62.3722,-18.0128,,-6.8,980.6,0.2,13.4,44.0,0,2015P21,3391.7454626892427,3521.8788045485912,4889.536542209464,3600.0,1.3582045950581845,0.9421515174136785,0.9782996679301642,250.9864500070658,910.278433795151,944.2462735535165
2016-09-04 04:00:00,-62.3722,-18.0128,,-6.8,981.1,0.9,13.4,44.0,60,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,250.9864500070658,910.278433795151,944.2462735535165
2016-09-04 05:00:00,-62.3722,-18.0128,0.453,-6.7,981.9,1.3,13.4,44.0,120,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,250.9864500070658,910.278433795151,944.2462735535165
2016-09-04 06:00:00,-62.3364,-17.9902,,-6.6,983.2,2.6,13.4,48.0,0,2015P21,1169.728685065362,3989.9571534971246,4157.886877177832,3600.0,1.154968576993842,0.32492463474037836,1.1083214315269792,250.1468955245802,914.268390948648,947.8713836952854
2016-09-04 07:00:00,-62.3364,-17.9902,,-6.5,984.5,3.4,13.4,48.0,60,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,250.1468955245802,914.268390948648,947.8713836952854
2016-09-04 08:00:00,-62.3364,-17.9902,0.385,-6.4,986.3,4.4,13.4,48.0,120,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,250.1468955245802,914.268390948648,947.8713836952854
2016-09-04 09:00:00,-62.3098,-17.983,,-6.4,987.9,4.7,13.4,48.0,0,2015P21,373.1010785875792,2964.5916346076633,2987.9772380038225,3600.0,0.829993677223284,0.10363918849654978,0.8234976762799064,249.87942502085,917.2329825832561,950.6608603425968
2016-09-04 10:00:00,-62.3098,-17.983,,-6.3,989.4,4.9,13.4,48.0,60,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,249.87942502085,917.2329825832561,950.6608603425968
2016-09-04 11:00:00,-62.3098,-17.983,0.277,-6.3,990.2,4.0,13.4,48.0,120,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,249.87942502085,917.2329825832561,950.6608603425968
2016-09-04 12:00:00,-62.2944,-17.9576,,-6.3,990.7,2.8,13.4,48.0,0,2015P21,1317.3815554771497,1716.3372999240928,2163.633030303919,3600.0,0.601009175084422,0.36593932096587495,0.4767603610900258,248.93584152062525,918.94931988318,952.0698008588136
2016-09-04 13:00:00,-62.2944,-17.9576,,-6.2,990.9,1.5,13.4,48.0,60,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,248.93584152062525,918.94931988318,952.0698008588136
2016-09-04 14:00:00,-62.2944,-17.9576,0.2,-6.2,991.4,1.1,13.4,48.0,120,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,248.93584152062525,918.94931988318,952.0698008588136
2016-09-04 15:00:00,-62.2814,-17.9152,,-6.2,991.3,0.5,13.4,48.0,0,2015P21,2200.2181755956203,1448.853178272502,2634.4137018341767,3600.0,0.7317815838428269,0.6111717154432279,0.4024592161868061,247.36070154165242,920.3981730614526,953.0582949862186
2016-09-04 16:00:00,-62.2814,-17.9152,,-5.2,991.2,0.3,13.4,48.0,60,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,247.36070154165242,920.3981730614526,953.0582949862186
2016-09-04 17:00:00,-62.2814,-17.9152,0.244,-4.7,989.9,-1.4,13.4,48.0,120,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,247.36070154165242,920.3981730614526,953.0582949862186
2016-09-04 18:00:00,-62.271,-17.873,,-4.4,989.1,-2.2,13.4,48.0,0,2015P21,2190.78450683996,1159.0805750919485,2478.508530339464,3600.0,0.6884745917609623,0.6085512518999889,0.32196682641443014,245.7929615606712,921.5572536365446,953.7724842345244
2016-09-04 19:00:00,-62.271,-17.873,,-4.3,988.4,-2.8,13.4,48.0,60,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,245.7929615606712,921.5572536365446,953.7724842345244
2016-09-04 20:00:00,-62.271,-17.873,0.23,-4.2,987.7,-2.2,13.4,48.0,120,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,245.7929615606712,921.5572536365446,953.7724842345244
2016-09-04 21:00:00,-62.2724,-17.8346,,-4.1,986.7,-2.4,13.4,48.0,0,2015P21,1994.1977229470292,-156.02997552876215,2000.2924564849566,3600.0,0.5556367934680435,0.5539438119297303,-0.043341659869100595,244.36636671052648,921.4012236610158,953.2550215673248
2016-09-04 22:00:00,-62.2724,-17.8346,,-4.1,985.2,-3.1,13.4,48.0,60,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,244.36636671052648,921.4012236610158,953.2550215673248
2016-09-04 23:00:00,-62.2724,-17.8346,0.185,-4.0,984.1,-3.7,13.4,48.0,120,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,244.36636671052648,921.4012236610158,953.2550215673248
2016-09-05 00:00:00,-62.279,-17.7756,,-4.0,982.5,-4.2,13.4,48.0,0,2015P21,3063.8594284548562,-735.5703116025056,3150.920227591096,3600.0,0.8752556187753044,0.8510720634596823,-0.20432508655625156,242.17441565786524,920.6656533494131,951.9840822495564
2016-09-05 01:00:00,-62.279,-17.7756,,-3.9,981.0,-4.3,13.4,48.0,60,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,242.17441565786524,920.6656533494131,951.9840822495564
2016-09-05 02:00:00,-62.279,-17.7756,0.292,-3.8,979.0,-5.1,13.4,48.0,120,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,242.17441565786524,920.6656533494131,951.9840822495564
2016-09-05 03:00:00,-62.2864,-17.698,,-3.8,977.2,-5.3,13.4,44.0,0,2015P21,4028.87212728126,-824.7311870193739,4112.419257423325,3600.0,1.1423386826175903,1.1191311464670166,-0.22909199639427053,239.29135589563424,919.840922162394,950.4565613908584
2016-09-05 04:00:00,-62.2864,-17.698,,-3.7,976.0,-5.0,13.4,44.0,60,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,239.29135589563424,919.840922162394,950.4565613908584
2016-09-05 05:00:00,-62.2864,-17.698,0.381,-3.6,974.7,-4.2,13.4,44.0,120,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,239.29135589563424,919.840922162394,950.4565613908584
2016-09-05 06:00:00,-62.2828,-17.6296,,-3.5,973.8,-3.4,13.4,48.0,0,2015P21,3550.3507941121525,401.2206880686911,3572.9495940730967,3600.0,0.9924859983536379,0.9862085539200424,0.11145019113019197,236.75002122363387,920.2421428504624,950.208489768115
2016-09-05 07:00:00,-62.2828,-17.6296,,-3.4,973.0,-2.9,13.4,48.0,60,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,236.75002122363387,920.2421428504624,950.208489768115
2016-09-05 08:00:00,-62.2828,-17.6296,0.331,-3.3,972.6,-2.2,13.4,48.0,120,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,236.75002122363387,920.2421428504624,950.208489768115
2016-09-05 09:00:00,-62.2714,-17.5812,,-3.2,972.6,-1.2,13.4,48.0,0,2015P21,2512.5366265677,1270.5307963087478,2815.5086226494027,3600.0,0.7820857285137229,0.69792684071325,0.35292522119687436,234.9517214941363,921.5126736467715,950.9931225433123
2016-09-05 10:00:00,-62.2714,-17.5812,,-3.0,972.9,-0.1,13.4,48.0,60,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,234.9517214941363,921.5126736467715,950.9931225433123
2016-09-05 11:00:00,-62.2714,-17.5812,0.261,-2.9,974.0,1.4,13.4,48.0,120,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,234.9517214941363,921.5126736467715,950.9931225433123
2016-09-05 12:00:00,-62.2536,-17.5328,,-2.8,974.6,2.0,13.4,48.0,0,2015P21,2513.4866911670815,1983.8070398849723,3202.047113671381,3600.0,0.8894575315753835,0.6981907475464115,0.551057511079159,233.15338448759928,923.4964806866565,952.473753201978
2016-09-05 13:00:00,-62.2536,-17.5328,,-2.7,975.5,2.5,13.4,48.0,60,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,233.15338448759928,923.4964806866565,952.473753201978
2016-09-05 14:00:00,-62.2536,-17.5328,0.297,-2.6,975.4,1.5,13.4,48.0,120,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,233.15338448759928,923.4964806866565,952.473753201978
2016-09-05 15:00:00,-62.2368,-17.4744,,-2.5,976.3,1.7,13.4,48.0,0,2015P21,3034.5917763276893,1872.3525034628233,3565.7329044923067,3600.0,0.9904813623589741,0.8429421600910249,0.5200979176285621,230.98344102917602,925.3688331901196,953.7614101384697
2016-09-05 16:00:00,-62.2368,-17.4744,,-2.5,976.3,0.9,13.4,48.0,60,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,230.98344102917602,925.3688331901196,953.7614101384697
2016-09-05 17:00:00,-62.2368,-17.4744,0.33,-2.4,975.8,0.4,13.4,48.0,120,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,230.98344102917602,925.3688331901196,953.7614101384697
2016-09-05 18:00:00,-62.2268,-17.4198,,-2.4,975.2,-1.1,13.4,48.0,0,2015P21,2838.7144507699463,1114.4933688144067,3049.6549316506944,3600.0,0.8471263699029706,0.7885317918805407,0.3095814913373352,228.9546442519578,926.4833265589335,954.3540137266925
2016-09-05 19:00:00,-62.2268,-17.4198,,-2.4,974.5,-1.8,13.4,48.0,60,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,228.9546442519578,926.4833265589335,954.3540137266925
2016-09-05 20:00:00,-62.2268,-17.4198,0.282,-2.5,973.3,-2.6,13.4,48.0,120,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,228.9546442519578,926.4833265589335,954.3540137266925
2016-09-05 21:00:00,-62.2228,-17.3746,,-2.5,971.8,-3.3,13.4,48.0,0,2015P21,2350.776026504423,445.7968941990842,2392.6727309988455,3600.0,0.664631314166346,0.652993340695673,0.12383247061085673,227.27509251375196,926.9291234531325,954.3854397373879
2016-09-05 22:00:00,-62.2228,-17.3746,,-2.4,970.6,-3.9,13.4,48.0,60,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,227.27509251375196,926.9291234531325,954.3854397373879
2016-09-05 23:00:00,-62.2228,-17.3746,0.222,-2.4,969.4,-3.8,13.4,48.0,120,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,227.27509251375196,926.9291234531325,954.3854397373879
2016-09-06 00:00:00,-62.2226,-17.316,,-2.4,968.8,-3.0,13.4,48.0,0,2015P21,3048.090873133744,22.28983790954501,3048.1723717262553,3600.0,0.8467145477017376,0.8466919092038178,0.0061916216415402806,225.09757379012726,926.9514132910425,953.8908954007596
2016-09-06 01:00:00,-62.2226,-17.316,,-2.3,968.3,-2.3,13.4,48.0,60,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,225.09757379012726,926.9514132910425,953.8908954007596
2016-09-06 02:00:00,-62.2226,-17.316,0.282,-2.3,967.8,-1.6,13.4,48.0,120,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,225.09757379012726,926.9514132910425,953.8908954007596
2016-09-06 03:00:00,-62.2088,-17.2178,,-2.2,967.3,-1.6,13.4,48.0,0,2015P21,5107.926382060051,1537.9972513690755,5334.4491252390735,3600.0,1.4817914236775205,1.4188684394611253,0.4272214587136321,221.4484406587459,928.4894105424116,954.5323448472477
2016-09-06 04:00:00,-62.2088,-17.2178,,-2.2,966.3,-2.0,13.4,48.0,60,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,221.4484406587459,928.4894105424116,954.5323448472477
2016-09-06 05:00:00,-62.2088,-17.2178,0.494,-2.2,966.1,-1.7,13.4,48.0,120,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,221.4484406587459,928.4894105424116,954.5323448472477
2016-09-06 06:00:00,-62.189,-17.1112,,-2.1,965.6,-1.6,13.4,48.0,0,2015P21,5547.388426402258,2206.6863201625615,5970.174442089135,3600.0,1.6583817894692041,1.5409412295561828,0.6129684222673782,217.48699808495982,930.696096862574,955.7697521114785
2016-09-06 07:00:00,-62.189,-17.1112,,-2.1,966.0,-0.3,13.4,48.0,60,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,217.48699808495982,930.696096862574,955.7697521114785
2016-09-06 08:00:00,-62.189,-17.1112,0.553,-2.1,966.3,0.2,13.4,48.0,120,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,217.48699808495982,930.696096862574,955.7697521114785
